product_key,sku,product_name,product_class_id,subcategory,category,department,product_family,size,brand_name,manufacturer,supplier
386,42466001,"Pleasant Turkey Noodle Soup ",58,Soup,"Canned Soup","Canned Foods","Food",12.5,Pleasant,Pleasant,RowanWarehouse
387,42467001,"Pleasant Vegetable Soup ",58,Soup,"Canned Soup","Canned Foods","Food",18.5,Pleasant,Pleasant,RowanWarehouse
388,42468001,"Plato Brown Sugar ",50,Sugar,"Baking Goods","Baking Goods","Food",8.19,Plato,Plato,RowanWarehouse
389,42469001,"Plato Canola Oil ",49,"Cooking Oil","Baking Goods","Baking Goods","Food",6.94,Plato,Plato,RowanWarehouse
390,42470001,"Plato Chunky Peanut Butter ",53,"Peanut Butter","Jams and Jellies","Baking Goods","Food",9,Plato,Plato,RowanWarehouse
391,42471001,"Plato Corn Oil ",49,"Cooking Oil","Baking Goods","Baking Goods","Food",10.3,Plato,Plato,RowanWarehouse
392,42472001,"Plato Creamy Peanut Butter ",53,"Peanut Butter","Jams and Jellies","Baking Goods","Food",17.2,Plato,Plato,RowanWarehouse
393,42473001,"Plato Extra Chunky Peanut Butter ",53,"Peanut Butter","Jams and Jellies","Baking Goods","Food",16.2,Plato,Plato,RowanWarehouse
394,42474001,"Plato Oregano ",4,Spices,"Baking Goods","Baking Goods","Food",14.6,Plato,Plato,RowanWarehouse
395,42475001,"Plato Pepper ",4,Spices,"Baking Goods","Baking Goods","Food",13.5,Plato,Plato,RowanWarehouse
396,42476001,"Plato Salt ",4,Spices,"Baking Goods","Baking Goods","Food",13.8,Plato,Plato,RowanWarehouse
397,42477001,"Plato Sesame Oil ",49,"Cooking Oil","Baking Goods","Baking Goods","Food",19.7,Plato,Plato,RowanWarehouse
398,42478001,"Plato Vegetable Oil ",49,"Cooking Oil","Baking Goods","Baking Goods","Food",12.5,Plato,Plato,RowanWarehouse
399,42479001,"Plato White Sugar ",50,Sugar,"Baking Goods","Baking Goods","Food",9.39,Plato,Plato,RowanWarehouse
400,42480001,"Grands Biscuits Buttermilk",76,Milk,Dairy,Dairy,"Drink","20 ct",Pillsbury,Pillsbury,RowanWarehouse
401,42481001,"Grands Biscuits Flaky Layers Buttermilk",76,Milk,Dairy,Dairy,"Drink","16.3 oz",Pillsbury,Pillsbury,RowanWarehouse
402,42482001,"Grands Biscuits Southern Homestyle Buttermilk",76,Milk,Dairy,Dairy,"Drink","10.2 oz",Pillsbury,Pillsbury,RowanWarehouse
403,42483001,"Grands Biscuits Southern Homestyle Buttermilk",76,Milk,Dairy,Dairy,"Drink","16.3 oz",Pillsbury,Pillsbury,RowanWarehouse
404,42484001,"Grands Junior Biscuits Flaky Layers Buttermilk",76,Milk,Dairy,Dairy,"Drink","6 oz",Pillsbury,Pillsbury,RowanWarehouse
405,42485001,"PigTail Beef TV Dinner ",10,"TV Dinner","Frozen Entrees","Frozen Foods","Food",13.5,PigTail,PigTail,RowanWarehouse
406,42486001,"PigTail Chicken TV Dinner ",10,"TV Dinner","Frozen Entrees","Frozen Foods","Food",16.3,PigTail,PigTail,RowanWarehouse
407,42487001,"PigTail Fajita French Fries ",63,"French Fries",Vegetables,"Frozen Foods","Food",4.88,PigTail,PigTail,RowanWarehouse
408,42488001,"PigTail Frozen Broccoli ",13,"Fresh Vegetables",Vegetables,Produce,"Food",8.19,PigTail,PigTail,RowanWarehouse
409,42489001,"PigTail Frozen Carrots ",13,"Fresh Vegetables",Vegetables,Produce,"Food",4.98,PigTail,PigTail,RowanWarehouse
410,42490001,"PigTail Frozen Cauliflower ",13,"Fresh Vegetables",Vegetables,Produce,"Food",5.76,PigTail,PigTail,RowanWarehouse
411,42491001,"PigTail Frozen Cheese Pizza ",11,Cheese,Dairy,Dairy,"Food",9.6,PigTail,PigTail,RowanWarehouse
412,42492001,"PigTail Frozen Chicken Breast ",100,"Frozen Chicken",Meat,"Frozen Foods","Food",10.5,PigTail,PigTail,RowanWarehouse
413,42493001,"PigTail Frozen Chicken Thighs ",100,"Frozen Chicken",Meat,"Frozen Foods","Food",17.5,PigTail,PigTail,RowanWarehouse
414,42494001,"PigTail Frozen Chicken Wings ",100,"Frozen Chicken",Meat,"Frozen Foods","Food",5.35,PigTail,PigTail,RowanWarehouse
415,42495001,"PigTail Frozen Corn ",13,"Fresh Vegetables",Vegetables,Produce,"Food",11.6,PigTail,PigTail,RowanWarehouse
416,42496001,"PigTail Frozen Mushroom Pizza ",64,Pizza,Pizza,"Frozen Foods","Food",8.1,PigTail,PigTail,RowanWarehouse
417,42497001,"PigTail Frozen Peas ",13,"Fresh Vegetables",Vegetables,Produce,"Food",7.84,PigTail,PigTail,RowanWarehouse
418,42498001,"PigTail Frozen Pepperoni Pizza ",64,Pizza,Pizza,"Frozen Foods","Food",3.05,PigTail,PigTail,RowanWarehouse
419,42499001,"PigTail Frozen Sausage Pizza ",64,Pizza,Pizza,"Frozen Foods","Food",16.7,PigTail,PigTail,RowanWarehouse
420,42500001,"PigTail Grape Popsicles ",110,Popsicles,"Frozen Desserts","Frozen Foods","Food",14.5,PigTail,PigTail,RowanWarehouse
421,42501001,"PigTail Home Style French Fries ",63,"French Fries",Vegetables,"Frozen Foods","Food",7.93,PigTail,PigTail,RowanWarehouse
422,42502001,"PigTail Ice Cream ",9,"Ice Cream","Frozen Desserts","Frozen Foods","Food",18,PigTail,PigTail,RowanWarehouse
423,42503001,"PigTail Ice Cream Sandwich ",9,"Ice Cream","Frozen Desserts","Frozen Foods","Food",14.6,PigTail,PigTail,RowanWarehouse
424,42504001,"PigTail Lemon Popsicles ",110,Popsicles,"Frozen Desserts","Frozen Foods","Food",13.3,PigTail,PigTail,RowanWarehouse
425,42505001,"PigTail Lime Popsicles ",110,Popsicles,"Frozen Desserts","Frozen Foods","Food",15,PigTail,PigTail,RowanWarehouse
426,42506001,"PigTail Low Fat French Fries ",63,"French Fries",Vegetables,"Frozen Foods","Food",6.53,PigTail,PigTail,RowanWarehouse
427,42507001,"PigTail Orange Popsicles ",110,Popsicles,"Frozen Desserts","Frozen Foods","Food",10.6,PigTail,PigTail,RowanWarehouse
428,42508001,"PigTail Turkey TV Dinner ",10,"TV Dinner","Frozen Entrees","Frozen Foods","Food",19.8,PigTail,PigTail,RowanWarehouse
429,42509001,"Hamburgers Pure Beef",65,Hamburger,Meat,Meat,"Food","32 oz","Philly Gourmet","Philly Gourmet",RowanWarehouse
430,42510001,"Hamburgers Pure Beef",65,Hamburger,Meat,Meat,"Food","64 oz","Philly Gourmet","Philly Gourmet",RowanWarehouse
431,42511001,"Evaporated Milk Original",76,Milk,Dairy,Dairy,"Drink","12 oz",Pet,Pet,RowanWarehouse
432,42512001,"Diet Soda",19,Soda,"Carbonated Beverages",Beverages,"Drink","67.6 oz",Pepsi,Pepsi,RowanWarehouse
433,42513001,"Original Soda",19,Soda,"Carbonated Beverages",Beverages,"Drink","67.6 oz",Pepsi,Pepsi,RowanWarehouse
434,42514001,"Bagels Everything",25,Bagels,Bread,"Baked Goods","Food","6 ct","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
435,42515001,"Bagels Mini/Brown Sugar Cinnamon",25,Bagels,Bread,"Baked Goods","Food","17 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
436,42516001,"Bagels Mini/Cinnamon Raisin",25,Bagels,Bread,"Baked Goods","Food","12 ct","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
437,42517001,"Bagels Mini/Plain",25,Bagels,Bread,"Baked Goods","Food","17 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
438,42518001,"Bagels Mini/Whole Wheat",25,Bagels,Bread,"Baked Goods","Food","12 ct","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
439,42519001,"Bagels Pre-Sliced/Plain",25,Bagels,Bread,"Baked Goods","Food","21 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
440,42520001,"Bread Cinnamon Swirl",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
441,42521001,"Bread Swirl Brown Sugar Cinnamon",50,Sugar,"Baking Goods","Baking Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
442,42522001,"Bread Swirl Raisin Cinnamon",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
443,42523001,"Bread White Original",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
444,42524001,"Bread White Sandwich",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
445,42525001,"Bread Whole Wheat Cinnamon Swirl",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
446,42526001,"Farmhouse Bread Hearty White",25,Bagels,Bread,"Baked Goods","Food","24 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
447,42527001,"Farmhouse Bread Oatmeal",25,Bagels,Bread,"Baked Goods","Food","24 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
448,42528001,"Farmhouse Bread Potato",25,Bagels,Bread,"Baked Goods","Food","22 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
449,42529001,"Farmhouse Bread Sourdough",25,Bagels,Bread,"Baked Goods","Food","24 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
450,42530001,"Goldfish Baby Cheddar",36,"Chocolate Candy",Candy,Snacks,"Food","7.2 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
451,42531001,"Goldfish Blasted Burstin BBQ",NULL,bbq,bbq,NULL,NULL,"6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
452,42532001,"Goldfish Blasted Cheddar",36,"Chocolate Candy",Candy,Snacks,"Food","9 pkg","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
453,42533001,"Goldfish Blasted Slammin Sour Cream & Onion",14,"Sour Cream",Dairy,Dairy,"Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
454,42534001,"Goldfish Blasted Xplosive Pizza",64,Pizza,Pizza,"Frozen Foods","Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
455,42535001,"Goldfish Blasted Xtra Cheddar",36,"Chocolate Candy",Candy,Snacks,"Food","11 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
456,42536001,"Goldfish Blasted Xtra Cheddar",36,"Chocolate Candy",Candy,Snacks,"Food","30 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
457,42537001,"Goldfish Blasted Xtra Cheddar",36,"Chocolate Candy",Candy,Snacks,"Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
458,42538001,"Goldfish Cheddar",36,"Chocolate Candy",Candy,Snacks,"Food","2 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
459,42539001,"Goldfish Cheddar",36,"Chocolate Candy",Candy,Snacks,"Food","20 ct","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
460,42540001,"Goldfish Cheddar",36,"Chocolate Candy",Candy,Snacks,"Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
461,42541001,"Goldfish Cheddar Colors",36,"Chocolate Candy",Candy,Snacks,"Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
462,42542001,"Goldfish Grahams Cookies And Creme",45,Cookies,"Snack Foods","Snack Foods","Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
463,42543001,"Goldfish Grahams Smores",36,"Chocolate Candy",Candy,Snacks,"Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
464,42544001,"Goldfish Grahams Vanilla Cupcake",NULL,cake,cake,NULL,NULL,"6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
465,42545001,"Goldfish Mix Extra Cheddar & Pretzel",36,"Chocolate Candy",Candy,Snacks,"Food","34 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
466,42546001,"Goldfish Mix Extra Cheddar + Pretzel",36,"Chocolate Candy",Candy,Snacks,"Food","6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
467,42547001,"Goldfish Mix Honey Mustard + Pretzel",NULL,mix,mix,NULL,NULL,"6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
468,42548001,"Goldfish Organic Wheat Cheddar Lunch Packs",NULL,organic,organic,NULL,NULL,"9 pkg","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
469,42549001,"Goldfish Parmesan",36,"Chocolate Candy",Candy,Snacks,"Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
470,42550001,"Goldfish Pizza",64,Pizza,Pizza,"Frozen Foods","Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
471,42551001,"Goldfish Pretzel",36,"Chocolate Candy",Candy,Snacks,"Food","8 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
472,42552001,"Goldfish Princess",36,"Chocolate Candy",Candy,Snacks,"Food","2 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
473,42553001,"Goldfish Princess",36,"Chocolate Candy",Candy,Snacks,"Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
474,42554001,"Goldfish Saltine",NULL,salt,salt,NULL,NULL,"6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
475,42555001,"Goldfish Sweet & Savory",36,"Chocolate Candy",Candy,Snacks,"Food","20 ct","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
476,42556001,"Goldfish Whole Grain Cheddar",36,"Chocolate Candy",Candy,Snacks,"Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
477,42557001,"Goldfish Whole Grain Cheddar Colors",36,"Chocolate Candy",Candy,Snacks,"Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
478,42558001,"Goldfish Whole Grain Cinnamon",36,"Chocolate Candy",Candy,Snacks,"Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
479,42559001,"Goldfish Whole Grain Honey Grahams",36,"Chocolate Candy",Candy,Snacks,"Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
480,42560001,"Goldfish Whole Grain Pretzel",36,"Chocolate Candy",Candy,Snacks,"Food","8 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
481,42561001,"Goldfish Whole Grain Xtra Cheddar",36,"Chocolate Candy",Candy,Snacks,"Food","6.6 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
482,42562001,"Italian Bread With Sesame Seeds",25,Bagels,Bread,"Baked Goods","Food","20 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
483,42563001,"Jewish Pumpernickel Dark Pump",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
484,42564001,"Jewish Rye & Pumpernickel Deli Swirl",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
485,42565001,"Jewish Rye Seeded",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
486,42566001,"Jewish Rye Seedless",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
487,42567001,"Light Style Bread 7 Grain",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
488,42568001,"Light Style Bread Soft Wheat",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
489,42569001,"Stuffing Corn Bread",25,Bagels,Bread,"Baked Goods","Food","14 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
490,42570001,"Swirl Bread Blueberry",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
491,42571001,"Swirl Bread Brown Sugar Cinnamon",50,Sugar,"Baking Goods","Baking Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
492,42572001,"Swirl Bread Cinnamon",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
493,42573001,"Swirl Bread French Toast",25,Bagels,Bread,"Baked Goods","Food","14 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
494,42574001,"Swirl Bread Raisin Cinnamon",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
495,42575001,"Swirl Bread Strawberry",25,Bagels,Bread,"Baked Goods","Food","14 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
496,42576001,"Swirl Oatmeal Bread Apple & Cinnamon",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
497,42577001,"Swirl Oatmeal Bread Maple & Brown Sugar",50,Sugar,"Baking Goods","Baking Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
498,42578001,"Texas Toast 5 Cheese",11,Cheese,Dairy,Dairy,"Food","9.5 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
499,42579001,"Texas Toast Garlic",25,Bagels,Bread,"Baked Goods","Food","11 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
500,42580001,"Very Thin Bread 100% Whole Wheat",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
501,42581001,"Very Thin Bread White",25,Bagels,Bread,"Baked Goods","Food","16 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
502,42582001,"Whole Grain Bread 100% Wheat Bread",25,Bagels,Bread,"Baked Goods","Food","24 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
503,42583001,"Whole Grain Bread 15 Grain",25,Bagels,Bread,"Baked Goods","Food","24 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
504,42584001,"Whole Grain Bread Honey Wheat",25,Bagels,Bread,"Baked Goods","Food","24 oz","Pepperidge Farm","Pepperidge Farm",RowanWarehouse
505,42585001,"Anniversary Blend Coffee",7,Coffee,"Dry Goods","Baking Goods","Drink","12 oz",Peets,Peets,RowanWarehouse
506,42586001,"Cafe Domingo Coffee",7,Coffee,"Dry Goods","Baking Goods","Drink","12 oz",Peets,Peets,RowanWarehouse
507,42587001,"Cafe Solano Coffee",7,Coffee,"Dry Goods","Baking Goods","Drink","12 oz",Peets,Peets,RowanWarehouse
508,42588001,"Colombian Coffee",7,Coffee,"Dry Goods","Baking Goods","Drink","12 oz",Peets,Peets,RowanWarehouse
509,42589001,"French Roast Coffee",7,Coffee,"Dry Goods","Baking Goods","Drink","12 oz",Peets,Peets,RowanWarehouse
510,42590001,"House Blend Coffee",7,Coffee,"Dry Goods","Baking Goods","Drink","12 oz",Peets,Peets,RowanWarehouse
511,42591001,"House Blend Decaf Coffee",7,Coffee,"Dry Goods","Baking Goods","Drink","12 oz",Peets,Peets,RowanWarehouse
512,42592001,"Major Dickason Coffee",7,Coffee,"Dry Goods","Baking Goods","Drink","12 oz",Peets,Peets,RowanWarehouse
513,42593001,"Major Dickason Decaf Coffee",7,Coffee,"Dry Goods","Baking Goods","Drink","12 oz",Peets,Peets,RowanWarehouse
514,42594001,"Medium Brazil Monte Alegre Coffee",7,Coffee,"Dry Goods","Baking Goods","Drink","12 oz",Peets,Peets,RowanWarehouse
515,42595001,"Chopped Beef Dog Food",NULL,"contatins beef","contatins beef",NULL,NULL,"22 oz",Pedigree,Pedigree,RowanWarehouse
516,42596001,"Cough & Congestion Cherry",NULL,cherry,cherry,NULL,NULL,"4 oz",Pediacare,Pediacare,RowanWarehouse
517,42597001,"Pasta Butter And Garlic",5,Pasta,"Starchy Foods","Starchy Foods","Food","4.7 oz","Pasta Roni","Pasta Roni",RowanWarehouse
518,42598001,"Dutch Style Hot Cocoa Mix",NULL,mix,mix,NULL,NULL,"18.5 oz","Pantry Essentials","Pantry Essentials",RowanWarehouse
519,42599001,"Baby Dry Size 1",213,Diapers,"Paper Products",Household,"Non-Consumable","44 ct",Pampers,Pampers,RowanWarehouse
520,42600001,"Baby Dry Size 2",213,Diapers,"Paper Products",Household,"Non-Consumable","37 ct",Pampers,Pampers,RowanWarehouse
521,42601001,"Baby Dry Size 3",213,Diapers,"Paper Products",Household,"Non-Consumable","32 ct",Pampers,Pampers,RowanWarehouse
522,42602001,"Baby Dry Size 3",213,Diapers,"Paper Products",Household,"Non-Consumable","56 ct",Pampers,Pampers,RowanWarehouse
523,42603001,"Baby Dry Size 3",213,Diapers,"Paper Products",Household,"Non-Consumable","60 ct",Pampers,Pampers,RowanWarehouse
524,42604001,"Baby Dry Size 4",213,Diapers,"Paper Products",Household,"Non-Consumable","28 ct",Pampers,Pampers,RowanWarehouse
525,42605001,"Baby Dry Size 5",213,Diapers,"Paper Products",Household,"Non-Consumable","24 ct",Pampers,Pampers,RowanWarehouse
526,42606001,"Baby Dry Size 5",213,Diapers,"Paper Products",Household,"Non-Consumable","27 ct",Pampers,Pampers,RowanWarehouse
527,42607001,"Baby Dry Size 5",213,Diapers,"Paper Products",Household,"Non-Consumable","78 ct",Pampers,Pampers,RowanWarehouse
528,42608001,"Baby Dry Size 6",213,Diapers,"Paper Products",Household,"Non-Consumable","21 ct",Pampers,Pampers,RowanWarehouse
529,42609001,"Baby Dry Size 6",213,Diapers,"Paper Products",Household,"Non-Consumable","23 ct",Pampers,Pampers,RowanWarehouse
530,42610001,"Cruisers Size 3",213,Diapers,"Paper Products",Household,"Non-Consumable","31 ct",Pampers,Pampers,RowanWarehouse
531,42611001,"Cruisers Size 4",213,Diapers,"Paper Products",Household,"Non-Consumable","24 ct",Pampers,Pampers,RowanWarehouse
532,42612001,"Cruisers Size 4",213,Diapers,"Paper Products",Household,"Non-Consumable","26 ct",Pampers,Pampers,RowanWarehouse
533,42613001,"Cruisers Size 5",213,Diapers,"Paper Products",Household,"Non-Consumable","21 ct",Pampers,Pampers,RowanWarehouse
534,42614001,"Cruisers Size 5",213,Diapers,"Paper Products",Household,"Non-Consumable","23 ct",Pampers,Pampers,RowanWarehouse
535,42615001,"Cruisers Size 5",213,Diapers,"Paper Products",Household,"Non-Consumable","52 ct",Pampers,Pampers,RowanWarehouse
536,42616001,"Cruisers Size 5",213,Diapers,"Paper Products",Household,"Non-Consumable","66 ct",Pampers,Pampers,RowanWarehouse
537,42617001,"Cruisers Size 5",213,Diapers,"Paper Products",Household,"Non-Consumable","72 ct",Pampers,Pampers,RowanWarehouse
538,42618001,"Swaddlers Size 1",213,Diapers,"Paper Products",Household,"Non-Consumable","35 ct",Pampers,Pampers,RowanWarehouse
539,42619001,"Swaddlers Size 2",213,Diapers,"Paper Products",Household,"Non-Consumable","32 ct",Pampers,Pampers,RowanWarehouse
540,42620001,"Swaddlers Size Newborn",213,Diapers,"Paper Products",Household,"Non-Consumable","32 ct",Pampers,Pampers,RowanWarehouse
541,42621001,"Swaddlers Size Newborn",213,Diapers,"Paper Products",Household,"Non-Consumable","36 ct",Pampers,Pampers,RowanWarehouse
542,42622001,"Oxy Blue",NULL,cleaner,cleaner,NULL,NULL,"25 oz",Palmolive,Palmolive,RowanWarehouse
543,42623001,"Oxi Clean Laundry Detergent",NULL,detergent,detergent,NULL,NULL,"47 oz","Oxi Clean","Oxi Clean",RowanWarehouse
544,42624001,"Drink Mix Chocolate Malt",51,Chocolate,"Hot Beverages",Beverages,"Drink","12 oz",Ovaltine,Ovaltine,RowanWarehouse
545,42625001,"Drink Mix Chocolate Malt",51,Chocolate,"Hot Beverages",Beverages,"Drink","12 oz",Ovaltine,Ovaltine,RowanWarehouse
546,42626001,"Drink Mix Rich Chocolate",51,Chocolate,"Hot Beverages",Beverages,"Drink","18 oz",Ovaltine,Ovaltine,RowanWarehouse
547,42627001,"Hot Dogs Regular",81,"Hot Dogs",Meat,Deli,"Food","16 oz","Oscar Mayer","Oscar Mayer",RowanWarehouse
548,42628001,"Hot Dogs Turkey Smoked",81,"Hot Dogs",Meat,Deli,"Food","16 oz","Oscar Mayer","Oscar Mayer",RowanWarehouse
549,42629001,"Microwave Popcorn Butter",54,Popcorn,"Snack Foods","Snack Foods","Food","6 pkg","Orville Redenbachers","Orville Redenbachers",RowanWarehouse
550,42630001,"Popcorn Garlic Butter & Sea Salt",54,Popcorn,"Snack Foods","Snack Foods","Food","8.07 oz","Orville Redenbachers","Orville Redenbachers",RowanWarehouse
551,42631001,"Blueberries In Light Syrup",NULL,syrup,syrup,NULL,NULL,"15 oz",Oregon,Oregon,RowanWarehouse
552,42632001,"French Fries Shoestring",63,"French Fries",Vegetables,"Frozen Foods","Food","32 oz","Ore Ida","Ore Ida",RowanWarehouse
553,42633001,"Meatballs Angus Beef",8,"Deli Meats",Meat,Deli,"Food","14 oz","Open Nature","Open Nature",RowanWarehouse
554,42634001,"Chicken Patties",NULL,chicken,chicken,NULL,NULL,"27.5 oz","On Cor","On Cor",RowanWarehouse
555,42635001,"Juice Blueberry Pomegranate",30,Juice,"Pure Juice Beverages",Beverages,"Drink","64 oz","Old Orchard","Old Orchard",RowanWarehouse
556,42636001,"Juice Peach Mango",30,Juice,"Pure Juice Beverages",Beverages,"Drink","64 oz","Old Orchard","Old Orchard",RowanWarehouse
557,42637001,"Taco Seasoning Original",NULL,saunce,saunce,NULL,NULL,"1 oz","Old El Paso","Old El Paso",RowanWarehouse
558,42638001,"Craisins Original",NULL,saunce,saunce,NULL,NULL,"5 oz","Ocean Spray","Ocean Spray",RowanWarehouse
559,42639001,"Cranberry Sauce Jellied",NULL,sauce,sauce,NULL,NULL,"14 oz","Ocean Spray","Ocean Spray",RowanWarehouse
560,42640001,"Juice Cherry",30,Juice,"Pure Juice Beverages",Beverages,"Drink","64 oz","Ocean Spray","Ocean Spray",RowanWarehouse
561,42641001,"Juice Citrus Tangerine Orange Juice",30,Juice,"Pure Juice Beverages",Beverages,"Drink","60 oz","Ocean Spray","Ocean Spray",RowanWarehouse
562,42642001,"Juice Grape Cranberry",30,Juice,"Pure Juice Beverages",Beverages,"Drink","4 pkg","Ocean Spray","Ocean Spray",RowanWarehouse
563,42643001,"Juice White Grapefruit",30,Juice,"Pure Juice Beverages",Beverages,"Drink","64 oz","Ocean Spray","Ocean Spray",RowanWarehouse
564,42644001,"Sparkling Juice Cranberry",30,Juice,"Pure Juice Beverages",Beverages,"Drink","4 ct","Ocean Spray","Ocean Spray",RowanWarehouse
565,42645001,"Coffee Aztec Blend Medium",7,Coffee,"Dry Goods","Baking Goods","Drink","10 oz","O Organics","O Organics",RowanWarehouse
566,42646001,"Coffee Columbian Excelso",7,Coffee,"Dry Goods","Baking Goods","Drink","10 oz","O Organics","O Organics",RowanWarehouse
567,42647001,"Coffee French Roast Dark",7,Coffee,"Dry Goods","Baking Goods","Drink","10 oz","O Organics","O Organics",RowanWarehouse
568,42648001,"Coffee Guatemalan",7,Coffee,"Dry Goods","Baking Goods","Drink","10 oz","O Organics","O Organics",RowanWarehouse
569,42649001,"Coffee Mexican Chiapas",7,Coffee,"Dry Goods","Baking Goods","Drink","10 oz","O Organics","O Organics",RowanWarehouse
570,42650001,"Coffee Peruvian Chanchamayo",7,Coffee,"Dry Goods","Baking Goods","Drink","10 oz","O Organics","O Organics",RowanWarehouse
571,42651001,"Honey Flake & Oat Clusters Cereal",35,Cereal,"Breakfast Foods","Breakfast Foods","Food","14 oz","O Organics","O Organics",RowanWarehouse
